,0,1,2,3,4
0,0.0,0.0,52.4,0.0,0.0
1,0.0,0.0,52.4,0.0,0.0
2,0.0,24.0,38.0,0.0,0.0
3,0.0,43.0,30.0,0.0,0.0
4,0.0,47.0,35.6,0.0,0.0
5,0.0,53.0,39.2,0.0,0.0
6,0.0,56.0,47.2,0.0,0.0
7,0.0,69.0,44.4,0.0,0.0
8,0.0,73.0,50.6,0.0,0.0
9,0.0,79.0,54.8,0.012048192771084338,0.0
10,0.0,80.0,63.4,0.012048192771084338,0.0
11,0.0,96.0,57.0,0.024096385542168676,0.0
12,0.0,134.0,28.6,0.03614457831325301,1.0
13,0.0,139.0,34.6,0.04819277108433735,1.0
14,0.0,143.0,42.9,0.060240963855421686,5.0
15,0.0,158.0,40.2,0.07228915662650602,1.0
16,0.0,163.0,47.3,0.08433734939759036,5.0
17,0.0,132.8181818181818,50.3,0.0963855421686747,5.0
18,0.0,143.0,57.8,0.10843373493975904,2.0
19,0.0,149.8,69.9,0.12048192771084337,1.0
20,0.0,149.47368421052633,81.2,0.13253012048192772,0.0
21,0.0,173.33333333333334,74.8,0.14457831325301204,1.0
22,0.0,169.12,34.9,0.1566265060240964,1.0
23,0.0,184.0,27.9,0.1686746987951807,1.0
24,0.0,184.6086956521739,34.9,0.18072289156626506,1.0
25,0.0,186.9090909090909,39.9,0.1927710843373494,1.0
26,0.0,193.0,48.5,0.20481927710843373,5.0
27,0.0,204.6,53.5,0.21686746987951808,5.0
28,0.0,217.78947368421052,59.4,0.2289156626506024,5.0
29,0.0,234.66666666666666,61.5,0.24096385542168675,5.0
30,0.0,244.35294117647058,71.6,0.25301204819277107,5.0
31,0.0,268.0,67.8,0.26506024096385544,5.0
32,9.818181818181818,223.0909090909091,38.9,0.27710843373493976,1.0
33,14.222222222222221,193.77777777777777,37.0,0.2891566265060241,1.0
34,16.615384615384617,204.0,42.6,0.30120481927710846,1.0
35,19.2,215.68,49.6,0.3132530120481928,5.0
36,21.541666666666668,216.0,53.8,0.3253012048192771,5.0
37,33.95652173913044,248.3913043478261,41.3,0.3373493975903614,1.0
38,36.0,258.54545454545456,52.4,0.3493975903614458,1.0
39,35.23809523809524,253.42857142857142,61.6,0.3614457831325301,5.0
40,36.45,252.6,64.8,0.37349397590361444,5.0
41,46.421052631578945,279.89473684210526,59.9,0.3855421686746988,5.0
42,64.0,321.3333333333333,42.5,0.39759036144578314,1.0
43,73.58823529411765,345.11764705882354,43.6,0.40963855421686746,1.0
44,82.125,365.0,47.2,0.42168674698795183,1.0
45,81.06666666666666,363.2,52.4,0.43373493975903615,1.0
46,81.0,364.2857142857143,52.6,0.4457831325301205,1.0
47,65.6842105263158,272.0,48.2,0.4578313253012048,0.0
48,63.111111111111114,266.6666666666667,50.4,0.46987951807228917,0.0
49,59.294117647058826,259.7647058823529,52.6,0.4819277108433735,1.0
50,44.3,204.4,52.8,0.4939759036144578,5.0
51,53.05263157894737,218.94736842105263,41.0,0.5060240963855421,0.0
52,63.0,250.33333333333334,31.5,0.5180722891566265,1.0
53,68.11764705882354,264.52941176470586,37.1,0.5301204819277109,1.0
54,74.25,270.5,42.3,0.5421686746987951,0.0
55,80.8,275.6,48.5,0.5542168674698795,0.0
56,86.57142857142857,288.85714285714283,58.7,0.5662650602409639,5.0
57,102.46153846153847,326.0,48.3,0.5783132530120482,0.0
58,115.0,354.0,52.6,0.5903614457831325,5.0
59,129.8181818181818,383.45454545454544,54.8,0.6024096385542169,5.0
60,148.8,421.6,55.0,0.6144578313253012,5.0
61,130.84615384615384,339.0,32.1,0.6265060240963856,5.0
62,142.91666666666666,369.0,42.2,0.6385542168674698,5.0
63,162.27272727272728,412.09090909090907,44.3,0.6506024096385542,5.0
64,180.6,454.8,53.9,0.6626506024096386,5.0
65,202.22222222222223,505.3333333333333,64.0,0.6746987951807228,5.0
66,108.70588235294117,259.4117647058824,72.6,0.6867469879518072,5.0
67,127.75,303.5,56.7,0.6987951807228916,5.0
68,140.0,329.73333333333335,60.8,0.7108433734939759,5.0
69,152.5,355.57142857142856,67.9,0.7228915662650602,5.0
70,177.15384615384616,403.61538461538464,55.4,0.7349397590361446,5.0
71,212.33333333333334,466.6666666666667,33.3,0.7469879518072289,0.0
72,232.9090909090909,501.8181818181818,44.2,0.7590361445783133,0.0
73,265.3,554.6,41.8,0.7710843373493976,0.0
74,296.3333333333333,605.2222222222222,51.3,0.7831325301204819,5.0
75,276.75,583.25,58.3,0.7951807228915663,0.0
76,317.14285714285717,650.0,70.2,0.8072289156626506,5.0
