,0,1,2,3,4
0,0.0,0.0,52.4,0.0,0.0
1,0.0,0.0,52.4,0.0,0.0
2,0.0,24.0,38.0,0.0,0.0
3,0.0,43.0,30.0,0.0,0.0
4,0.0,47.0,35.6,0.0,0.0
5,0.0,53.0,39.2,0.0,0.0
6,0.0,56.0,47.2,0.0,0.0
7,0.0,69.0,44.4,0.0,0.0
8,0.0,73.0,50.6,0.0,0.0
9,0.0,79.0,54.8,0.012048192771084338,0.0
10,0.0,80.0,63.4,0.012048192771084338,0.0
11,0.0,96.0,57.0,0.024096385542168676,0.0
12,0.0,134.0,28.6,0.03614457831325301,1.0
13,0.0,139.0,34.6,0.04819277108433735,1.0
14,0.0,143.0,42.9,0.060240963855421686,5.0
15,0.0,158.0,40.2,0.07228915662650602,5.0
16,0.0,163.0,47.3,0.08433734939759036,5.0
17,0.0,132.8181818181818,51.4,0.0963855421686747,2.0
18,0.0,143.0,58.9,0.10843373493975904,2.0
19,0.0,141.4,71.8,0.12048192771084337,0.0
20,0.0,140.6315789473684,83.1,0.13253012048192772,0.0
21,0.0,164.0,76.7,0.14457831325301204,1.0
22,0.0,162.4,36.8,0.1566265060240964,1.0
23,0.0,177.0,29.8,0.1686746987951807,3.0
24,0.0,177.30434782608697,36.8,0.18072289156626506,3.0
25,0.0,179.27272727272728,41.8,0.1927710843373494,5.0
26,0.0,181.85714285714286,47.7,0.20481927710843373,5.0
27,0.0,191.6,55.6,0.21686746987951808,5.0
28,0.0,198.8421052631579,66.5,0.2289156626506024,5.0
29,0.0,216.66666666666666,66.6,0.24096385542168675,5.0
30,0.0,229.1764705882353,72.7,0.25301204819277107,5.0
31,0.0,245.5,75.2,0.26506024096385544,5.0
32,8.181818181818182,206.72727272727272,44.4,0.27710843373493976,1.0
33,13.333333333333334,184.44444444444446,38.5,0.2891566265060241,1.0
34,15.384615384615385,195.07692307692307,45.5,0.30120481927710846,1.0
35,23.4,212.84,31.7,0.3132530120481928,1.0
36,23.666666666666668,211.0,36.7,0.3253012048192771,1.0
37,25.043478260869566,218.08695652173913,46.3,0.3373493975903614,1.0
38,24.5,214.45454545454547,52.5,0.3493975903614458,5.0
39,22.571428571428573,207.0,61.7,0.3614457831325301,5.0
40,24.9,218.6,69.2,0.37349397590361444,5.0
41,26.210526315789473,227.0,81.3,0.3855421686746988,5.0
42,46.333333333333336,292.3333333333333,37.4,0.39759036144578314,1.0
43,51.529411764705884,309.7647058823529,42.5,0.40963855421686746,1.0
44,47.5,305.0,47.7,0.42168674698795183,1.0
45,34.333333333333336,227.57142857142858,34.9,0.43373493975903615,1.0
46,27.9,215.4,43.9,0.4457831325301205,1.0
47,31.57894736842105,224.42105263157896,46.5,0.4578313253012048,1.0
48,24.5,213.0,51.7,0.46987951807228917,5.0
49,13.142857142857142,162.0,56.9,0.4819277108433735,5.0
50,16.8,180.0,59.0,0.4939759036144578,5.0
51,17.68421052631579,188.8421052631579,70.5,0.5060240963855421,5.0
52,35.333333333333336,248.66666666666666,32.0,0.5180722891566265,1.0
53,38.8235294117647,263.6470588235294,40.3,0.5301204819277109,1.0
54,36.25,255.5,48.5,0.5421686746987951,1.0
55,37.6,258.6,45.7,0.5542168674698795,1.0
56,43.714285714285715,269.57142857142856,43.3,0.5662650602409639,1.0
57,25.384615384615383,243.53846153846155,53.3,0.5783132530120482,1.0
58,20.5,233.0,58.5,0.5903614457831325,5.0
59,26.727272727272727,251.72727272727272,44.7,0.6024096385542169,1.0
60,30.2,266.2,52.8,0.6144578313253012,1.0
61,33.55555555555556,279.0,62.4,0.6265060240963856,5.0
62,20.571428571428573,133.42857142857142,33.7,0.6385542168674698,1.0
63,22.1,142.0,43.8,0.6506024096385542,5.0
64,23.36842105263158,137.42105263157896,47.0,0.6626506024096386,5.0
65,26.444444444444443,152.44444444444446,51.1,0.6746987951807228,5.0
66,30.58823529411765,171.2941176470588,52.2,0.6867469879518072,5.0
67,33.75,185.125,58.7,0.6987951807228916,5.0
68,36.53333333333333,197.13333333333333,68.2,0.7108433734939759,5.0
69,44.857142857142854,228.57142857142858,59.7,0.7228915662650602,5.0
70,54.76923076923077,262.7692307692308,51.6,0.7349397590361446,1.0
71,61.333333333333336,284.1666666666667,58.5,0.7469879518072289,1.0
72,74.9090909090909,307.09090909090907,47.7,0.7590361445783133,1.0
73,89.2,325.2,40.9,0.7710843373493976,1.0
74,103.11111111111111,354.22222222222223,42.1,0.7831325301204819,1.0
75,120.0,387.25,44.3,0.7951807228915663,1.0
76,92.14285714285714,352.42857142857144,52.2,0.8072289156626506,1.0
