,0,1,2,3,4
0,0.0,0.0,52.4,0.0,0.0
1,0.0,0.0,52.4,0.0,0.0
2,0.0,24.0,38.0,0.0,0.0
3,0.0,43.0,30.0,0.0,5.0
4,0.0,47.0,35.6,0.0,0.0
5,0.0,53.0,41.7,0.0,0.0
6,0.0,56.0,49.7,0.0,0.0
7,0.0,69.0,46.9,0.0,0.0
8,0.0,73.0,53.1,0.0,0.0
9,0.0,79.0,57.3,0.012048192771084338,0.0
10,0.0,80.0,65.9,0.012048192771084338,0.0
11,0.0,96.0,59.5,0.024096385542168676,0.0
12,0.0,134.0,31.1,0.03614457831325301,0.0
13,0.0,139.0,37.1,0.04819277108433735,0.0
14,0.0,158.0,27.7,0.060240963855421686,0.0
15,0.0,163.0,32.9,0.07228915662650602,0.0
16,0.0,168.0,38.9,0.08433734939759036,0.0
17,0.0,132.8181818181818,46.1,0.0963855421686747,5.0
18,0.0,135.0,52.3,0.10843373493975904,0.0
19,0.0,141.4,64.4,0.12048192771084337,0.0
20,0.0,149.47368421052633,73.0,0.13253012048192772,0.0
21,0.0,173.33333333333334,66.6,0.14457831325301204,5.0
22,0.0,160.12,35.7,0.1566265060240964,0.0
23,0.0,174.0,38.8,0.1686746987951807,0.0
24,0.0,186.95652173913044,33.8,0.18072289156626506,0.0
25,0.0,193.63636363636363,34.0,0.1927710843373494,0.0
26,0.0,200.14285714285714,43.2,0.20481927710843373,0.0
27,0.0,207.2,51.8,0.21686746987951808,5.0
28,0.0,204.78947368421052,62.9,0.2289156626506024,5.0
29,0.0,211.66666666666666,74.1,0.24096385542168675,5.0
30,0.0,242.35294117647058,63.4,0.25301204819277107,5.0
31,0.0,268.0,58.7,0.26506024096385544,0.0
32,9.818181818181818,223.0909090909091,27.9,0.27710843373493976,0.0
33,10.476190476190476,218.85714285714286,36.9,0.2891566265060241,0.0
34,11.0,181.07692307692307,41.1,0.30120481927710846,0.0
35,12.4,178.84,46.3,0.3132530120481928,0.0
36,15.0,190.0,50.9,0.3253012048192771,5.0
37,21.304347826086957,209.69565217391303,48.5,0.3373493975903614,0.0
38,25.90909090909091,226.0909090909091,52.0,0.3493975903614458,5.0
39,25.714285714285715,221.14285714285714,59.2,0.3614457831325301,5.0
40,35.55,249.4,52.8,0.37349397590361444,5.0
41,39.31578947368421,263.63157894736844,61.1,0.3855421686746988,5.0
42,61.0,314.0,33.3,0.39759036144578314,0.0
43,67.23529411764706,331.70588235294116,40.4,0.40963855421686746,2.0
44,72.0,345.5,49.0,0.42168674698795183,5.0
45,68.26666666666667,337.6,60.0,0.43373493975903615,5.0
46,81.14285714285714,368.2857142857143,56.2,0.4457831325301205,0.0
47,97.84615384615384,402.6923076923077,51.3,0.4578313253012048,0.0
48,95.66666666666667,400.0,56.5,0.46987951807228917,0.0
49,78.70588235294117,284.8235294117647,46.6,0.4819277108433735,0.0
50,61.2,223.8,48.6,0.4939759036144578,0.0
51,67.36842105263158,232.31578947368422,51.8,0.5060240963855421,5.0
52,68.05555555555556,236.33333333333334,41.8,0.5180722891566265,0.0
53,74.94117647058823,255.41176470588235,46.9,0.5301204819277109,0.0
54,83.125,275.5,49.1,0.5421686746987951,0.0
55,74.8,260.6,55.1,0.5542168674698795,0.0
56,87.85714285714286,291.85714285714283,47.3,0.5662650602409639,0.0
57,95.53846153846153,309.15384615384613,56.8,0.5783132530120482,5.0
58,114.5,351.0,46.3,0.5903614457831325,5.0
59,130.9090909090909,385.45454545454544,46.8,0.6024096385542169,5.0
60,144.6,414.6,58.4,0.6144578313253012,5.0
61,170.66666666666666,461.3333333333333,55.5,0.6265060240963856,5.0
62,207.0,521.0,48.1,0.6385542168674698,5.0
63,157.8181818181818,374.54545454545456,48.4,0.6506024096385542,5.0
64,174.3,412.2,59.5,0.6626506024096386,5.0
65,196.0,460.0,68.6,0.6746987951807228,5.0
66,115.29411764705883,265.52941176470586,53.2,0.6867469879518072,5.0
67,123.375,283.0,63.3,0.6987951807228916,5.0
68,141.86666666666667,322.53333333333336,53.4,0.7108433734939759,5.0
69,161.0,360.57142857142856,47.5,0.7228915662650602,5.0
70,175.53846153846155,387.6923076923077,56.4,0.7349397590361446,5.0
71,199.5,430.6666666666667,51.9,0.7469879518072289,5.0
72,228.45454545454547,479.54545454545456,46.4,0.7590361445783133,0.0
73,258.3,527.8,47.9,0.7710843373493976,0.0
74,287.77777777777777,573.1111111111111,59.0,0.7831325301204819,5.0
75,271.5,552.5,63.9,0.7951807228915663,0.0
76,330.0,637.8571428571429,51.9,0.8072289156626506,2.0
77,303.8333333333333,607.3333333333334,62.8,0.8192771084337349,5.0
